	D1-35	D10-7	D11-1	D2-1-6	D2-2	D3-D-27	D3-K-57	D4-185	D5-8	D6-5	D7-157	D8-8	D9-4
OG0040580													genemark-SEQ_1617675-processed-gene-0.0-mRNA-1
OG0040581													genemark-SEQ_1622058-processed-gene-0.1-mRNA-1
OG0040582													genemark-SEQ_1516778-processed-gene-0.2-mRNA-1
OG0040583													maker-SEQ_1511741-augustus-gene-0.1-mRNA-1
OG0040584													genemark-SEQ_1929397-processed-gene-0.0-mRNA-1
OG0040585													genemark-SEQ_2046793-processed-gene-0.0-mRNA-1
OG0040586													genemark-SEQ_2182002-processed-gene-0.0-mRNA-1
OG0040587													genemark-SEQ_2897906-processed-gene-0.0-mRNA-1
OG0040588													genemark-SEQ_2969090-processed-gene-0.1-mRNA-1
OG0040589													maker-SEQ_2957825-augustus-gene-0.2-mRNA-1
OG0040590													genemark-SEQ_3138282-processed-gene-0.0-mRNA-1
OG0040591													genemark-SEQ_3255885-processed-gene-0.1-mRNA-1
OG0040592													maker-SEQ_3103712-augustus-gene-0.1-mRNA-1
OG0040593													maker-SEQ_3494755-augustus-gene-0.3-mRNA-1
OG0040594													maker-SEQ_3501630-augustus-gene-0.4-mRNA-1
OG0040595													maker-SEQ_3499963-augustus-gene-0.1-mRNA-1
OG0040596													genemark-SEQ_3503663-processed-gene-0.1-mRNA-1
OG0040597													augustus_masked-SEQ_3507187-processed-gene-0.0-mRNA-1
OG0040598													genemark-SEQ_3510970-processed-gene-0.1-mRNA-1
OG0040599													maker-SEQ_3519973-augustus-gene-0.2-mRNA-1
OG0040600													maker-SEQ_3529746-augustus-gene-0.2-mRNA-1
OG0040601													genemark-SEQ_3525451-processed-gene-0.0-mRNA-1
OG0040602													genemark-SEQ_3528006-processed-gene-0.0-mRNA-1
OG0040603													genemark-SEQ_3527697-processed-gene-0.0-mRNA-1
OG0040604													genemark-SEQ_3537435-processed-gene-0.0-mRNA-1
OG0040605													genemark-SEQ_3542078-processed-gene-0.1-mRNA-1
OG0040606													genemark-SEQ_3539644-processed-gene-0.2-mRNA-1
OG0040607													augustus_masked-SEQ_3546091-processed-gene-0.2-mRNA-1
OG0040608													maker-SEQ_3554136-augustus-gene-0.2-mRNA-1
OG0040609													genemark-SEQ_3547534-processed-gene-0.0-mRNA-1
OG0040610													genemark-SEQ_3555251-processed-gene-0.0-mRNA-1
OG0040611													genemark-SEQ_3555276-processed-gene-0.1-mRNA-1
OG0040612													genemark-SEQ_3554786-processed-gene-0.2-mRNA-1
OG0040613													genemark-SEQ_3555118-processed-gene-0.0-mRNA-1
OG0040614													genemark-SEQ_3555226-processed-gene-0.1-mRNA-1
OG0040615													genemark-SEQ_3555561-processed-gene-0.2-mRNA-1
OG0040616													maker-SEQ_3555693-augustus-gene-0.3-mRNA-1
OG0040617													genemark-SEQ_3556562-processed-gene-0.1-mRNA-1
OG0040618													genemark-SEQ_3557305-processed-gene-0.0-mRNA-1
OG0040619													augustus_masked-SEQ_3556560-processed-gene-0.1-mRNA-1
OG0040620													genemark-SEQ_3556629-processed-gene-0.2-mRNA-1
OG0040621													maker-SEQ_3557905-augustus-gene-0.2-mRNA-1
OG0040622													genemark-SEQ_3557982-processed-gene-0.2-mRNA-1
OG0040623													maker-SEQ_3557869-augustus-gene-0.2-mRNA-1
OG0040624													genemark-SEQ_3557580-processed-gene-0.0-mRNA-1
OG0040625													genemark-SEQ_3557539-processed-gene-0.0-mRNA-1
OG0040626													maker-SEQ_3558811-augustus-gene-0.2-mRNA-1
OG0040627													maker-SEQ_3560132-augustus-gene-0.6-mRNA-1
OG0040628													augustus_masked-SEQ_3560927-processed-gene-0.0-mRNA-1
OG0040629													augustus_masked-SEQ_3560629-processed-gene-0.0-mRNA-1
OG0040630													maker-SEQ_3561023-augustus-gene-0.3-mRNA-1
OG0040631													genemark-SEQ_3561374-processed-gene-0.3-mRNA-1
OG0040632													genemark-SEQ_3561183-processed-gene-0.1-mRNA-1
OG0040633													genemark-SEQ_3562181-processed-gene-0.5-mRNA-1
OG0040634													maker-SEQ_3562006-augustus-gene-0.2-mRNA-1
OG0040635													genemark-SEQ_3561706-processed-gene-0.4-mRNA-1
OG0040636													genemark-SEQ_3562279-processed-gene-0.1-mRNA-1
OG0040637													genemark-SEQ_3562381-processed-gene-0.1-mRNA-1
OG0040638													maker-SEQ_3562392-augustus-gene-0.2-mRNA-1
OG0040639													maker-SEQ_3561768-augustus-gene-0.5-mRNA-1
OG0040640													augustus_masked-SEQ_3562483-processed-gene-0.0-mRNA-1
OG0040641													genemark-SEQ_3563101-processed-gene-0.2-mRNA-1
OG0040642													genemark-SEQ_3562443-processed-gene-0.0-mRNA-1
OG0040643													maker-SEQ_3564231-augustus-gene-0.2-mRNA-1
OG0040644													genemark-SEQ_3563958-processed-gene-0.1-mRNA-1
OG0040645													maker-SEQ_3563693-augustus-gene-0.2-mRNA-1
OG0040646													genemark-SEQ_3564693-processed-gene-0.1-mRNA-1
OG0040647													genemark-SEQ_3565876-processed-gene-0.1-mRNA-1
OG0040648													maker-SEQ_3565910-augustus-gene-0.1-mRNA-1
OG0040649													genemark-SEQ_3565628-processed-gene-0.1-mRNA-1
OG0040650													genemark-SEQ_3566120-processed-gene-0.1-mRNA-1
OG0040651													maker-SEQ_3566242-augustus-gene-0.7-mRNA-1
OG0040652													genemark-SEQ_3567297-processed-gene-0.1-mRNA-1
OG0040653													genemark-SEQ_3566676-processed-gene-0.2-mRNA-1
OG0040654													genemark-SEQ_3566648-processed-gene-0.2-mRNA-1
OG0040655													genemark-SEQ_3567293-processed-gene-0.2-mRNA-1
OG0040656													maker-SEQ_3567658-augustus-gene-0.2-mRNA-1
OG0040657													augustus_masked-SEQ_3567958-processed-gene-0.0-mRNA-1
OG0040658													genemark-SEQ_3568013-processed-gene-0.1-mRNA-1
OG0040659													genemark-SEQ_3569009-processed-gene-0.0-mRNA-1
OG0040660													genemark-SEQ_3568965-processed-gene-0.0-mRNA-1
OG0040661													genemark-SEQ_3568551-processed-gene-0.0-mRNA-1
OG0040662													genemark-SEQ_3570371-processed-gene-0.1-mRNA-1
OG0040663													maker-SEQ_3571147-augustus-gene-0.6-mRNA-1
OG0040664													genemark-SEQ_3570422-processed-gene-0.0-mRNA-1
OG0040665													genemark-SEQ_3570826-processed-gene-0.2-mRNA-1
OG0040666													genemark-SEQ_3571550-processed-gene-0.2-mRNA-1
OG0040667													maker-SEQ_3571467-augustus-gene-0.4-mRNA-1
OG0040668													genemark-SEQ_3571834-processed-gene-0.2-mRNA-1
OG0040669													maker-SEQ_3572661-augustus-gene-0.2-mRNA-1
OG0040670													genemark-SEQ_3572577-processed-gene-0.0-mRNA-1
OG0040671													genemark-SEQ_3574072-processed-gene-0.0-mRNA-1
OG0040672													maker-SEQ_3574019-augustus-gene-0.2-mRNA-1
OG0040673													maker-SEQ_3573686-augustus-gene-0.5-mRNA-1
OG0040674													genemark-SEQ_3574399-processed-gene-0.0-mRNA-1
OG0040675													maker-SEQ_3576004-augustus-gene-0.5-mRNA-1
OG0040676													maker-SEQ_3575926-augustus-gene-0.2-mRNA-1
OG0040677													genemark-SEQ_3575386-processed-gene-0.1-mRNA-1
OG0040678													maker-SEQ_3575876-augustus-gene-0.2-mRNA-1
OG0040679													maker-SEQ_3575780-augustus-gene-0.3-mRNA-1
OG0040680													genemark-SEQ_3576077-processed-gene-0.1-mRNA-1
OG0040681													genemark-SEQ_3575450-processed-gene-0.0-mRNA-1
OG0040682													genemark-SEQ_3576155-processed-gene-0.4-mRNA-1
OG0040683													genemark-SEQ_3576675-processed-gene-0.1-mRNA-1
OG0040684													genemark-SEQ_3577242-processed-gene-0.1-mRNA-1
OG0040685													maker-SEQ_3577137-augustus-gene-0.2-mRNA-1
OG0040686													maker-SEQ_3576696-augustus-gene-0.2-mRNA-1
OG0040687													augustus_masked-SEQ_3577145-processed-gene-0.0-mRNA-1
OG0040688													genemark-SEQ_3577136-processed-gene-0.1-mRNA-1
OG0040689													genemark-SEQ_3577881-processed-gene-0.0-mRNA-1
OG0040690													genemark-SEQ_3577714-processed-gene-0.1-mRNA-1
OG0040691													genemark-SEQ_3577914-processed-gene-0.1-mRNA-1
OG0040692													augustus_masked-SEQ_3577351-processed-gene-0.1-mRNA-1
OG0040693													maker-SEQ_3577693-augustus-gene-0.2-mRNA-1
OG0040694													augustus_masked-SEQ_3579147-processed-gene-0.0-mRNA-1
OG0040695													genemark-SEQ_3578917-processed-gene-0.1-mRNA-1
OG0040696													genemark-SEQ_3579239-processed-gene-0.0-mRNA-1
OG0040697													genemark-SEQ_3578941-processed-gene-0.2-mRNA-1
OG0040698													genemark-SEQ_3578936-processed-gene-0.1-mRNA-1
OG0040699													genemark-SEQ_3578549-processed-gene-0.1-mRNA-1
OG0040700													genemark-SEQ_3579056-processed-gene-0.2-mRNA-1
OG0040701													maker-SEQ_3578299-augustus-gene-0.3-mRNA-1
OG0040702													genemark-SEQ_3579607-processed-gene-0.2-mRNA-1
OG0040703													genemark-SEQ_3579561-processed-gene-0.0-mRNA-1
OG0040704													augustus_masked-SEQ_3579727-processed-gene-0.0-mRNA-1
OG0040705													maker-SEQ_3580150-augustus-gene-0.6-mRNA-1
OG0040706													genemark-SEQ_3580660-processed-gene-0.0-mRNA-1
OG0040707													augustus_masked-SEQ_3580484-processed-gene-0.1-mRNA-1
OG0040708													genemark-SEQ_3581068-processed-gene-0.1-mRNA-1
OG0040709													augustus_masked-SEQ_3580549-processed-gene-0.0-mRNA-1
OG0040710													augustus_masked-SEQ_3580465-processed-gene-0.0-mRNA-1
OG0040711													genemark-SEQ_3581368-processed-gene-0.0-mRNA-1
OG0040712													maker-SEQ_3582095-augustus-gene-0.3-mRNA-1
OG0040713													genemark-SEQ_3582476-processed-gene-0.5-mRNA-1
OG0040714													genemark-SEQ_3582850-processed-gene-0.0-mRNA-1
OG0040715													augustus_masked-SEQ_3582402-processed-gene-0.0-mRNA-1
OG0040716													maker-SEQ_3583943-augustus-gene-0.2-mRNA-1
OG0040717													maker-SEQ_3583607-augustus-gene-0.2-mRNA-1
OG0040718													genemark-SEQ_3583527-processed-gene-0.1-mRNA-1
OG0040719													genemark-SEQ_3585136-processed-gene-0.1-mRNA-1
OG0040720													genemark-SEQ_3585120-processed-gene-0.0-mRNA-1
OG0040721													augustus_masked-SEQ_3584279-processed-gene-0.0-mRNA-1
OG0040722													genemark-SEQ_3584672-processed-gene-0.1-mRNA-1
OG0040723													maker-SEQ_3586069-augustus-gene-0.2-mRNA-1
OG0040724													augustus_masked-SEQ_3586075-processed-gene-0.1-mRNA-1
OG0040725													genemark-SEQ_3585510-processed-gene-0.0-mRNA-1
OG0040726													maker-SEQ_3586213-augustus-gene-0.3-mRNA-1
OG0040727													genemark-SEQ_3587116-processed-gene-0.0-mRNA-1
OG0040728													augustus_masked-SEQ_3586490-processed-gene-0.1-mRNA-1
OG0040729													augustus_masked-SEQ_3586208-processed-gene-0.0-mRNA-1
OG0040730													genemark-SEQ_3586632-processed-gene-0.1-mRNA-1
OG0040731													genemark-SEQ_3586891-processed-gene-0.1-mRNA-1
OG0040732													genemark-SEQ_3587884-processed-gene-0.1-mRNA-1
OG0040733													maker-SEQ_3587945-augustus-gene-0.2-mRNA-1
OG0040734													maker-SEQ_3587240-augustus-gene-0.3-mRNA-1
OG0040735													genemark-SEQ_3588742-processed-gene-0.1-mRNA-1
OG0040736													maker-SEQ_3588970-augustus-gene-0.2-mRNA-1
OG0040737													maker-SEQ_3588444-augustus-gene-0.2-mRNA-1
OG0040738													maker-SEQ_3589734-augustus-gene-0.3-mRNA-1
OG0040739													genemark-SEQ_3590412-processed-gene-0.2-mRNA-1
OG0040740													augustus_masked-SEQ_3590307-processed-gene-0.0-mRNA-1
OG0040741													maker-SEQ_3590477-augustus-gene-0.4-mRNA-1
OG0040742													genemark-SEQ_3591407-processed-gene-0.0-mRNA-1
OG0040743													genemark-SEQ_3591832-processed-gene-0.1-mRNA-1
OG0040744													maker-SEQ_3591614-augustus-gene-0.3-mRNA-1
OG0040745													genemark-SEQ_3592252-processed-gene-0.0-mRNA-1
OG0040746													genemark-SEQ_3592399-processed-gene-0.2-mRNA-1
OG0040747													genemark-SEQ_3592431-processed-gene-0.0-mRNA-1
OG0040748													maker-SEQ_3592620-augustus-gene-0.2-mRNA-1
OG0040749													maker-SEQ_3593150-augustus-gene-0.1-mRNA-1
OG0040750													genemark-SEQ_3594979-processed-gene-0.1-mRNA-1
OG0040751													genemark-SEQ_3594469-processed-gene-0.1-mRNA-1
OG0040752													genemark-SEQ_3594481-processed-gene-0.0-mRNA-1
OG0040753													genemark-SEQ_3594478-processed-gene-0.0-mRNA-1
OG0040754													genemark-SEQ_3594585-processed-gene-0.0-mRNA-1
OG0040755													genemark-SEQ_3595647-processed-gene-0.7-mRNA-1
OG0040756													maker-SEQ_3595895-augustus-gene-0.2-mRNA-1
OG0040757													genemark-SEQ_3595593-processed-gene-0.0-mRNA-1
OG0040758													maker-SEQ_3595868-augustus-gene-0.2-mRNA-1
OG0040759													genemark-SEQ_3595317-processed-gene-0.0-mRNA-1
OG0040760													augustus_masked-SEQ_3596477-processed-gene-0.0-mRNA-1
OG0040761													genemark-SEQ_3596997-processed-gene-0.1-mRNA-1
OG0040762													genemark-SEQ_3597247-processed-gene-0.0-mRNA-1
OG0040763													genemark-SEQ_3597186-processed-gene-0.1-mRNA-1
OG0040764													augustus_masked-SEQ_3597832-processed-gene-0.0-mRNA-1
OG0040765													augustus_masked-SEQ_3597646-processed-gene-0.0-mRNA-1
OG0040766													genemark-SEQ_3599942-processed-gene-0.0-mRNA-1
OG0040767													genemark-SEQ_3600069-processed-gene-0.0-mRNA-1
OG0040768													genemark-SEQ_3600014-processed-gene-0.2-mRNA-1
OG0040769													augustus_masked-SEQ_3599370-processed-gene-0.0-mRNA-1
OG0040770													augustus_masked-SEQ_3599280-processed-gene-0.0-mRNA-1
OG0040771													genemark-SEQ_3600199-processed-gene-0.0-mRNA-1
OG0040772													genemark-SEQ_3601157-processed-gene-0.1-mRNA-1
OG0040773													maker-SEQ_3601385-augustus-gene-0.4-mRNA-1
OG0040774													maker-SEQ_3601496-augustus-gene-0.2-mRNA-1
OG0040775													genemark-SEQ_3602900-processed-gene-0.0-mRNA-1
OG0040776													augustus_masked-SEQ_3602711-processed-gene-0.0-mRNA-1
OG0040777													augustus_masked-SEQ_3602670-processed-gene-0.2-mRNA-1
OG0040778													maker-SEQ_3602670-augustus-gene-0.5-mRNA-1
OG0040779													genemark-SEQ_3603073-processed-gene-0.1-mRNA-1
OG0040780													genemark-SEQ_3603102-processed-gene-0.2-mRNA-1
OG0040781													genemark-SEQ_3604267-processed-gene-0.2-mRNA-1
OG0040782													genemark-SEQ_3604115-processed-gene-0.0-mRNA-1
OG0040783													genemark-SEQ_3604688-processed-gene-0.0-mRNA-1
OG0040784													augustus_masked-SEQ_3604735-processed-gene-0.0-mRNA-1
OG0040785													maker-SEQ_3604724-augustus-gene-0.4-mRNA-1
OG0040786													genemark-SEQ_3605255-processed-gene-0.1-mRNA-1
OG0040787													genemark-SEQ_3606327-processed-gene-0.0-mRNA-1
OG0040788													augustus_masked-SEQ_3606387-processed-gene-0.0-mRNA-1
OG0040789													maker-SEQ_3606487-augustus-gene-0.3-mRNA-1
OG0040790													maker-SEQ_3606157-augustus-gene-0.1-mRNA-1
OG0040791													genemark-SEQ_3606696-processed-gene-0.0-mRNA-1
OG0040792													augustus_masked-SEQ_3606738-processed-gene-0.0-mRNA-1
OG0040793													maker-SEQ_3607009-augustus-gene-0.7-mRNA-1
OG0040794													genemark-SEQ_3606434-processed-gene-0.1-mRNA-1
OG0040795													maker-SEQ_3607166-augustus-gene-0.2-mRNA-1
OG0040796													maker-SEQ_3607971-augustus-gene-0.1-mRNA-1
OG0040797													genemark-SEQ_3607305-processed-gene-0.2-mRNA-1
OG0040798													maker-SEQ_3607665-augustus-gene-0.2-mRNA-1
OG0040799													maker-SEQ_3607372-augustus-gene-0.4-mRNA-1
OG0040800													maker-SEQ_3607199-augustus-gene-0.3-mRNA-1
OG0040801													genemark-SEQ_3607434-processed-gene-0.2-mRNA-1
OG0040802													genemark-SEQ_3607539-processed-gene-0.1-mRNA-1
OG0040803													augustus_masked-SEQ_3608175-processed-gene-0.0-mRNA-1
OG0040804													genemark-SEQ_3608111-processed-gene-0.1-mRNA-1
OG0040805													maker-SEQ_3608896-augustus-gene-0.5-mRNA-1
OG0040806													maker-SEQ_3610215-augustus-gene-0.5-mRNA-1
OG0040807													genemark-SEQ_3610550-processed-gene-0.1-mRNA-1
OG0040808													maker-SEQ_3610479-augustus-gene-0.2-mRNA-1
OG0040809													maker-SEQ_3610495-augustus-gene-0.2-mRNA-1
OG0040810													augustus_masked-SEQ_3610744-processed-gene-0.1-mRNA-1
OG0040811													genemark-SEQ_3610218-processed-gene-0.1-mRNA-1
OG0040812													genemark-SEQ_3610938-processed-gene-0.0-mRNA-1
OG0040813													augustus_masked-SEQ_3610538-processed-gene-0.3-mRNA-1
OG0040814													genemark-SEQ_3611813-processed-gene-0.3-mRNA-1
OG0040815													maker-SEQ_3612034-augustus-gene-0.2-mRNA-1
OG0040816													maker-SEQ_3612978-augustus-gene-0.2-mRNA-1
OG0040817													genemark-SEQ_3612352-processed-gene-0.1-mRNA-1
OG0040818													maker-SEQ_3612862-augustus-gene-0.3-mRNA-1
OG0040819													maker-SEQ_3612862-augustus-gene-0.2-mRNA-1
OG0040820													augustus_masked-SEQ_3613772-processed-gene-0.1-mRNA-1
OG0040821													maker-SEQ_3613481-augustus-gene-0.2-mRNA-1
OG0040822													maker-SEQ_3614896-augustus-gene-0.2-mRNA-1
OG0040823													genemark-SEQ_3614924-processed-gene-0.1-mRNA-1
OG0040824													genemark-SEQ_3614204-processed-gene-0.0-mRNA-1
OG0040825													genemark-SEQ_3614538-processed-gene-0.0-mRNA-1
OG0040826													genemark-SEQ_3614772-processed-gene-0.0-mRNA-1
OG0040827													maker-SEQ_3614654-augustus-gene-0.5-mRNA-1
OG0040828													maker-SEQ_3614874-augustus-gene-0.6-mRNA-1
OG0040829													maker-SEQ_3614626-augustus-gene-0.2-mRNA-1
OG0040830													genemark-SEQ_3615490-processed-gene-0.0-mRNA-1
OG0040831													genemark-SEQ_3615712-processed-gene-0.1-mRNA-1
OG0040832													genemark-SEQ_3615334-processed-gene-0.1-mRNA-1
OG0040833													genemark-SEQ_3615367-processed-gene-0.1-mRNA-1
OG0040834													genemark-SEQ_3615217-processed-gene-0.2-mRNA-1
OG0040835													genemark-SEQ_3615656-processed-gene-0.0-mRNA-1
OG0040836													genemark-SEQ_3616595-processed-gene-0.1-mRNA-1
OG0040837													maker-SEQ_3616703-augustus-gene-0.3-mRNA-1
OG0040838													maker-SEQ_3616278-augustus-gene-0.6-mRNA-1
OG0040839													genemark-SEQ_3616602-processed-gene-0.1-mRNA-1
OG0040840													genemark-SEQ_3616860-processed-gene-0.0-mRNA-1
OG0040841													genemark-SEQ_3617920-processed-gene-0.0-mRNA-1
OG0040842													genemark-SEQ_3617645-processed-gene-0.2-mRNA-1
OG0040843													genemark-SEQ_3617368-processed-gene-0.0-mRNA-1
OG0040844													maker-SEQ_3618697-augustus-gene-0.3-mRNA-1
OG0040845													maker-SEQ_3618782-augustus-gene-0.2-mRNA-1
OG0040846													genemark-SEQ_3618385-processed-gene-0.1-mRNA-1
OG0040847													genemark-SEQ_3618479-processed-gene-0.0-mRNA-1
OG0040848													maker-SEQ_3618564-augustus-gene-0.2-mRNA-1
OG0040849													genemark-SEQ_3618716-processed-gene-0.2-mRNA-1
OG0040850													genemark-SEQ_3618694-processed-gene-0.2-mRNA-1
OG0040851													augustus_masked-SEQ_3619411-processed-gene-0.0-mRNA-1
OG0040852													genemark-SEQ_3619418-processed-gene-0.0-mRNA-1
