	D1-35	D10-7	D11-1	D2-1-6	D2-2	D3-D-27	D3-K-57	D4-185	D5-8	D6-5	D7-157	D8-8	D9-4
augustus_masked-SEQ_1763710-processed-gene-0.2-mRNA-1	genemark-SEQ_587447-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_736892-processed-gene-0.3-mRNA-1	genemark-SEQ_3498624-processed-gene-0.3-mRNA-1	genemark-SEQ_816727-processed-gene-0.1-mRNA-1	genemark-SEQ_1548557-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1245919-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_2122804-processed-gene-0.2-mRNA-1	genemark-SEQ_4861041-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1642583-processed-gene-0.3-mRNA-1	genemark-SEQ_2670884-processed-gene-0.1-mRNA-1	genemark-SEQ_1469440-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3630266-processed-gene-0.1-mRNA-1
maker-SEQ_1763941-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_585420-processed-gene-0.10-mRNA-1	maker-SEQ_1773850-augustus-gene-0.3-mRNA-1	maker-SEQ_3503739-augustus-gene-0.3-mRNA-1	maker-SEQ_2590595-augustus-gene-0.7-mRNA-1	maker-SEQ_1584707-augustus-gene-0.2-mRNA-1	maker-SEQ_1577615-augustus-gene-0.2-mRNA-1	maker-SEQ_3096745-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_394549-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1421007-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1696468-processed-gene-0.1-mRNA-1	maker-SEQ_1507150-augustus-gene-0.2-mRNA-1	maker-SEQ_3627917-augustus-gene-0.2-mRNA-1
maker-SEQ_1763403-augustus-gene-0.4-mRNA-1	maker-SEQ_619588-augustus-gene-0.65-mRNA-1	maker-SEQ_1327697-augustus-gene-0.3-mRNA-1	maker-SEQ_3504281-augustus-gene-0.3-mRNA-1	maker-SEQ_2574732-augustus-gene-0.6-mRNA-1	maker-SEQ_1546647-augustus-gene-0.4-mRNA-1	maker-SEQ_1571687-augustus-gene-0.4-mRNA-1	maker-SEQ_3050089-augustus-gene-0.2-mRNA-1	genemark-SEQ_3351173-processed-gene-0.3-mRNA-1	maker-SEQ_1654096-augustus-gene-0.5-mRNA-1	maker-SEQ_492572-augustus-gene-0.2-mRNA-1	maker-SEQ_1526158-augustus-gene-0.5-mRNA-1	maker-SEQ_3520490-augustus-gene-0.3-mRNA-1
maker-SEQ_1763510-augustus-gene-0.13-mRNA-1	maker-SEQ_603707-augustus-gene-0.8-mRNA-1	maker-SEQ_1739831-augustus-gene-0.6-mRNA-1	maker-SEQ_3536327-augustus-gene-0.2-mRNA-1	maker-SEQ_2559729-augustus-gene-0.4-mRNA-1	maker-SEQ_1552807-augustus-gene-0.4-mRNA-1	maker-SEQ_1614894-augustus-gene-0.5-mRNA-1	genemark-SEQ_2802993-processed-gene-0.2-mRNA-1	genemark-SEQ_1609139-processed-gene-0.1-mRNA-1	maker-SEQ_1650693-augustus-gene-0.4-mRNA-1	augustus_masked-SEQ_3170197-processed-gene-0.1-mRNA-1	maker-SEQ_1467311-augustus-gene-0.4-mRNA-1	maker-SEQ_3554263-augustus-gene-0.4-mRNA-1
augustus_masked-SEQ_1763613-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_618187-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1742177-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_3462171-processed-gene-0.0-mRNA-1	genemark-SEQ_2539834-processed-gene-0.1-mRNA-1	genemark-SEQ_1552199-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1576406-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_3107858-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_260873-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1643658-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_2479820-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1464205-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_3621363-processed-gene-0.3-mRNA-1
augustus_masked-SEQ_1763804-processed-gene-0.2-mRNA-1	maker-SEQ_614530-augustus-gene-0.32-mRNA-1	genemark-SEQ_1719976-processed-gene-0.4-mRNA-1	genemark-SEQ_1249186-processed-gene-0.1-mRNA-1	genemark-SEQ_2532544-processed-gene-0.0-mRNA-1	genemark-SEQ_1568940-processed-gene-0.6-mRNA-1	genemark-SEQ_1613969-processed-gene-0.3-mRNA-1	genemark-SEQ_3044204-processed-gene-0.12-mRNA-1	genemark-SEQ_3135327-processed-gene-0.1-mRNA-1	genemark-SEQ_1654164-processed-gene-0.0-mRNA-1	genemark-SEQ_3125343-processed-gene-0.3-mRNA-1	genemark-SEQ_1520790-processed-gene-0.3-mRNA-1	genemark-SEQ_3621136-processed-gene-0.3-mRNA-1
maker-SEQ_1763557-augustus-gene-0.8-mRNA-1	maker-SEQ_617125-augustus-gene-0.51-mRNA-1	maker-SEQ_33743-augustus-gene-0.9-mRNA-1	maker-SEQ_3518163-augustus-gene-0.7-mRNA-1	maker-SEQ_285942-augustus-gene-0.2-mRNA-1	maker-SEQ_1608990-augustus-gene-0.12-mRNA-1	maker-SEQ_1635097-augustus-gene-0.4-mRNA-1	maker-SEQ_1066451-augustus-gene-0.10-mRNA-1	maker-SEQ_2258257-augustus-gene-0.3-mRNA-1	maker-SEQ_1621541-augustus-gene-0.7-mRNA-1	maker-SEQ_1626716-augustus-gene-0.6-mRNA-1	maker-SEQ_1520251-augustus-gene-0.11-mRNA-1	maker-SEQ_3607844-augustus-gene-0.4-mRNA-1
augustus_masked-SEQ_1763439-processed-gene-0.0-mRNA-1	genemark-SEQ_572739-processed-gene-0.1-mRNA-1	genemark-SEQ_1768826-processed-gene-0.0-mRNA-1	genemark-SEQ_2795931-processed-gene-0.1-mRNA-1	genemark-SEQ_2556003-processed-gene-0.1-mRNA-1	genemark-SEQ_815237-processed-gene-0.1-mRNA-1	genemark-SEQ_1586670-processed-gene-0.1-mRNA-1	genemark-SEQ_3105393-processed-gene-0.1-mRNA-1	genemark-SEQ_4857295-processed-gene-0.1-mRNA-1	genemark-SEQ_1660934-processed-gene-0.0-mRNA-1	genemark-SEQ_3133910-processed-gene-0.1-mRNA-1	genemark-SEQ_1500173-processed-gene-0.0-mRNA-1	genemark-SEQ_3563870-processed-gene-0.1-mRNA-1
maker-SEQ_1763833-augustus-gene-0.5-mRNA-1	augustus_masked-SEQ_610789-processed-gene-0.0-mRNA-1	maker-SEQ_1756129-augustus-gene-0.7-mRNA-1	augustus_masked-SEQ_3479579-processed-gene-0.0-mRNA-1	maker-SEQ_2509614-augustus-gene-0.2-mRNA-1	maker-SEQ_1566608-augustus-gene-0.6-mRNA-1	maker-SEQ_1056553-augustus-gene-0.5-mRNA-1	maker-SEQ_2874465-augustus-gene-0.5-mRNA-1	maker-SEQ_3567585-augustus-gene-0.4-mRNA-1	maker-SEQ_1609730-augustus-gene-0.6-mRNA-1	maker-SEQ_483268-augustus-gene-0.6-mRNA-1	maker-SEQ_1533460-augustus-gene-0.8-mRNA-1	maker-SEQ_3622992-augustus-gene-0.7-mRNA-1
maker-SEQ_1763841-augustus-gene-0.7-mRNA-1	maker-SEQ_613360-augustus-gene-0.3-mRNA-1	maker-SEQ_1777566-augustus-gene-0.3-mRNA-1	genemark-SEQ_3538190-processed-gene-0.1-mRNA-1	genemark-SEQ_1493195-processed-gene-0.0-mRNA-1	maker-SEQ_1591847-augustus-gene-0.7-mRNA-1	augustus_masked-SEQ_1604726-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_3101790-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_4857040-processed-gene-0.0-mRNA-1	maker-SEQ_1647087-augustus-gene-0.2-mRNA-1	genemark-SEQ_3203548-processed-gene-0.1-mRNA-1	maker-SEQ_1492614-augustus-gene-0.2-mRNA-1	maker-SEQ_1683121-augustus-gene-0.2-mRNA-1
maker-SEQ_1763752-augustus-gene-0.9-mRNA-1	maker-SEQ_580297-augustus-gene-0.16-mRNA-1	maker-SEQ_1757901-augustus-gene-0.5-mRNA-1	genemark-SEQ_3497593-processed-gene-0.2-mRNA-1	genemark-SEQ_2562745-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1555639-processed-gene-0.6-mRNA-1	augustus_masked-SEQ_1631390-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_57174-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2793684-processed-gene-0.0-mRNA-1	maker-SEQ_1646198-augustus-gene-0.6-mRNA-1	maker-SEQ_2043171-augustus-gene-0.2-mRNA-1	maker-SEQ_1529776-augustus-gene-0.7-mRNA-1	maker-SEQ_3559102-augustus-gene-0.5-mRNA-1
maker-SEQ_1763752-augustus-gene-0.10-mRNA-1	augustus_masked-SEQ_580297-processed-gene-0.1-mRNA-1	maker-SEQ_1757901-augustus-gene-0.6-mRNA-1	maker-SEQ_3497593-augustus-gene-0.5-mRNA-1	maker-SEQ_2562745-augustus-gene-0.5-mRNA-1	genemark-SEQ_1555639-processed-gene-0.1-mRNA-1	maker-SEQ_1631390-augustus-gene-0.4-mRNA-1	maker-SEQ_697365-augustus-gene-0.2-mRNA-1	maker-SEQ_2793684-augustus-gene-0.6-mRNA-1	genemark-SEQ_1646198-processed-gene-0.0-mRNA-1	maker-SEQ_3147403-augustus-gene-0.2-mRNA-1	maker-SEQ_1529776-augustus-gene-0.6-mRNA-1	maker-SEQ_3559102-augustus-gene-0.4-mRNA-1
maker-SEQ_1764141-augustus-gene-0.6-mRNA-1	maker-SEQ_621664-augustus-gene-0.30-mRNA-1	maker-SEQ_1751911-augustus-gene-0.6-mRNA-1	maker-SEQ_3534297-augustus-gene-0.6-mRNA-1	maker-SEQ_2556532-augustus-gene-0.5-mRNA-1	augustus_masked-SEQ_1579447-processed-gene-0.5-mRNA-1	maker-SEQ_1627256-augustus-gene-0.5-mRNA-1	maker-SEQ_3096221-augustus-gene-0.6-mRNA-1	maker-SEQ_1019542-augustus-gene-0.3-mRNA-1	genemark-SEQ_1244080-processed-gene-0.0-mRNA-1	maker-SEQ_2967054-augustus-gene-0.6-mRNA-1	maker-SEQ_1528409-augustus-gene-0.4-mRNA-1	maker-SEQ_3596756-augustus-gene-0.5-mRNA-1
maker-SEQ_1763768-augustus-gene-0.6-mRNA-1	maker-SEQ_621683-augustus-gene-0.17-mRNA-1	augustus_masked-SEQ_1724177-processed-gene-0.1-mRNA-1	maker-SEQ_3519764-augustus-gene-0.2-mRNA-1	maker-SEQ_2548949-augustus-gene-0.2-mRNA-1	maker-SEQ_1578182-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_1637411-processed-gene-0.0-mRNA-1	maker-SEQ_1416363-augustus-gene-0.2-mRNA-1	maker-SEQ_4861796-augustus-gene-0.2-mRNA-1	maker-SEQ_1661390-augustus-gene-0.2-mRNA-1	maker-SEQ_3163363-augustus-gene-0.2-mRNA-1	maker-SEQ_1495053-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_3597149-processed-gene-0.0-mRNA-1
augustus_masked-SEQ_1764103-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_608555-processed-gene-0.0-mRNA-1	genemark-SEQ_1769403-processed-gene-0.1-mRNA-1	genemark-SEQ_3526217-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_2569963-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1597270-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_259938-processed-gene-0.1-mRNA-1	genemark-SEQ_2132512-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1620755-processed-gene-0.0-mRNA-1	maker-SEQ_1608422-augustus-gene-0.4-mRNA-1	genemark-SEQ_3200468-processed-gene-0.1-mRNA-1	genemark-SEQ_1511706-processed-gene-0.1-mRNA-1	genemark-SEQ_3621308-processed-gene-0.3-mRNA-1
maker-SEQ_1764103-augustus-gene-0.7-mRNA-1	maker-SEQ_608555-augustus-gene-0.33-mRNA-1	genemark-SEQ_1769403-processed-gene-0.0-mRNA-1	genemark-SEQ_3526217-processed-gene-0.2-mRNA-1	genemark-SEQ_2569963-processed-gene-0.0-mRNA-1	maker-SEQ_1597270-augustus-gene-0.5-mRNA-1	genemark-SEQ_259938-processed-gene-0.2-mRNA-1	genemark-SEQ_2132512-processed-gene-0.3-mRNA-1	maker-SEQ_1620755-augustus-gene-0.5-mRNA-1	augustus_masked-SEQ_1608422-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_3200468-processed-gene-0.2-mRNA-1	genemark-SEQ_1511706-processed-gene-0.0-mRNA-1	genemark-SEQ_3621308-processed-gene-0.2-mRNA-1
maker-SEQ_1763929-augustus-gene-0.3-mRNA-1	maker-SEQ_589600-augustus-gene-0.15-mRNA-1	maker-SEQ_1752178-augustus-gene-0.2-mRNA-1	maker-SEQ_3514993-augustus-gene-0.2-mRNA-1	genemark-SEQ_2557130-processed-gene-0.1-mRNA-1	genemark-SEQ_1603925-processed-gene-0.0-mRNA-1	maker-SEQ_1612778-augustus-gene-0.2-mRNA-1	maker-SEQ_3057231-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_4868426-processed-gene-0.0-mRNA-1	maker-SEQ_1622647-augustus-gene-0.2-mRNA-1	genemark-SEQ_3134545-processed-gene-0.1-mRNA-1	maker-SEQ_1482346-augustus-gene-0.2-mRNA-1	maker-SEQ_3593175-augustus-gene-0.3-mRNA-1
augustus_masked-SEQ_1763883-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_615146-processed-gene-0.1-mRNA-1	maker-SEQ_1732368-augustus-gene-0.6-mRNA-1	maker-SEQ_3526477-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_2562070-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1592443-processed-gene-0.1-mRNA-1	maker-SEQ_1587465-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_268216-processed-gene-0.0-mRNA-1	maker-SEQ_4864928-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_1603082-processed-gene-0.1-mRNA-1	maker-SEQ_901378-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_1513015-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3556091-processed-gene-0.1-mRNA-1
genemark-SEQ_1763942-processed-gene-0.4-mRNA-1	maker-SEQ_583539-augustus-gene-0.17-mRNA-1	genemark-SEQ_1785751-processed-gene-0.0-mRNA-1	maker-SEQ_3527704-augustus-gene-0.6-mRNA-1	maker-SEQ_2506807-augustus-gene-0.2-mRNA-1	genemark-SEQ_1553619-processed-gene-0.0-mRNA-1	maker-SEQ_1598662-augustus-gene-0.8-mRNA-1	maker-SEQ_3067200-augustus-gene-0.5-mRNA-1	maker-SEQ_3921103-augustus-gene-0.2-mRNA-1	maker-SEQ_1622408-augustus-gene-0.7-mRNA-1	maker-SEQ_354819-augustus-gene-0.4-mRNA-1	maker-SEQ_1522484-augustus-gene-0.8-mRNA-1	maker-SEQ_3623454-augustus-gene-0.10-mRNA-1
maker-SEQ_1764135-augustus-gene-0.11-mRNA-1	maker-SEQ_619722-augustus-gene-0.41-mRNA-1	maker-SEQ_1736652-augustus-gene-0.5-mRNA-1	maker-SEQ_3479776-augustus-gene-0.3-mRNA-1	maker-SEQ_637931-augustus-gene-0.3-mRNA-1	maker-SEQ_1596188-augustus-gene-0.11-mRNA-1	maker-SEQ_1640169-augustus-gene-0.8-mRNA-1	genemark-SEQ_3097408-processed-gene-0.2-mRNA-1	maker-SEQ_507166-augustus-gene-0.2-mRNA-1	maker-SEQ_1613191-augustus-gene-0.10-mRNA-1	maker-SEQ_3215994-augustus-gene-0.2-mRNA-1	maker-SEQ_1534048-augustus-gene-0.10-mRNA-1	maker-SEQ_3621932-augustus-gene-0.6-mRNA-1
augustus_masked-SEQ_1763980-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_614407-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1774446-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1919114-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1237847-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1546121-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1617053-processed-gene-0.0-mRNA-1	genemark-SEQ_1563930-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_1627663-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1609483-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1000710-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1491446-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3627081-processed-gene-0.0-mRNA-1
maker-SEQ_1763274-augustus-gene-0.5-mRNA-1	augustus_masked-SEQ_621423-processed-gene-0.13-mRNA-1	augustus_masked-SEQ_1719725-processed-gene-0.3-mRNA-1	genemark-SEQ_3524180-processed-gene-0.1-mRNA-1	maker-SEQ_234237-augustus-gene-0.2-mRNA-1	genemark-SEQ_1608979-processed-gene-0.1-mRNA-1	maker-SEQ_1607688-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_830249-processed-gene-0.0-mRNA-1	genemark-SEQ_4834910-processed-gene-0.1-mRNA-1	maker-SEQ_735605-augustus-gene-0.2-mRNA-1	maker-SEQ_2730725-augustus-gene-0.4-mRNA-1	maker-SEQ_1464655-augustus-gene-0.2-mRNA-1	maker-SEQ_3631735-augustus-gene-0.4-mRNA-1
maker-SEQ_1763606-augustus-gene-0.28-mRNA-1	maker-SEQ_606829-augustus-gene-0.38-mRNA-1	maker-SEQ_1776321-augustus-gene-0.7-mRNA-1	maker-SEQ_3527226-augustus-gene-0.2-mRNA-1	maker-SEQ_1251636-augustus-gene-0.13-mRNA-1	maker-SEQ_1610825-augustus-gene-0.24-mRNA-1	maker-SEQ_1623197-augustus-gene-0.2-mRNA-1	maker-SEQ_3085323-augustus-gene-0.8-mRNA-1	maker-SEQ_266067-augustus-gene-0.2-mRNA-1	maker-SEQ_1643507-augustus-gene-0.5-mRNA-1	maker-SEQ_3197996-augustus-gene-0.2-mRNA-1	maker-SEQ_1533717-augustus-gene-0.14-mRNA-1	maker-SEQ_3557759-augustus-gene-0.5-mRNA-1
maker-SEQ_1763606-augustus-gene-0.29-mRNA-1	maker-SEQ_606829-augustus-gene-0.39-mRNA-1	maker-SEQ_1776321-augustus-gene-0.8-mRNA-1	genemark-SEQ_1636817-processed-gene-0.1-mRNA-1	maker-SEQ_1251636-augustus-gene-0.14-mRNA-1	maker-SEQ_1610825-augustus-gene-0.25-mRNA-1	maker-SEQ_291788-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_3085323-processed-gene-0.0-mRNA-1	maker-SEQ_3370760-augustus-gene-0.2-mRNA-1	maker-SEQ_1643507-augustus-gene-0.6-mRNA-1	maker-SEQ_3121898-augustus-gene-0.3-mRNA-1	maker-SEQ_1533717-augustus-gene-0.15-mRNA-1	maker-SEQ_23242-augustus-gene-0.2-mRNA-1
genemark-SEQ_1763546-processed-gene-0.2-mRNA-1	genemark-SEQ_616581-processed-gene-2.19-mRNA-1	genemark-SEQ_1725696-processed-gene-0.0-mRNA-1	genemark-SEQ_3511526-processed-gene-0.1-mRNA-1	genemark-SEQ_918096-processed-gene-0.0-mRNA-1	genemark-SEQ_1584698-processed-gene-0.3-mRNA-1	genemark-SEQ_1608787-processed-gene-0.1-mRNA-1	genemark-SEQ_1135392-processed-gene-0.1-mRNA-1	genemark-SEQ_328358-processed-gene-0.1-mRNA-1	genemark-SEQ_1605952-processed-gene-0.0-mRNA-1	genemark-SEQ_3184903-processed-gene-0.3-mRNA-1	genemark-SEQ_1499209-processed-gene-0.0-mRNA-1	genemark-SEQ_3567257-processed-gene-0.1-mRNA-1
maker-SEQ_1763644-augustus-gene-0.13-mRNA-1	maker-SEQ_614703-augustus-gene-0.29-mRNA-1	maker-SEQ_1765669-augustus-gene-0.10-mRNA-1	augustus_masked-SEQ_3499073-processed-gene-0.0-mRNA-1	genemark-SEQ_1553368-processed-gene-0.1-mRNA-1	maker-SEQ_1609551-augustus-gene-0.10-mRNA-1	maker-SEQ_1592113-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_190533-processed-gene-0.1-mRNA-1	maker-SEQ_16815-augustus-gene-0.4-mRNA-1	augustus_masked-SEQ_1608591-processed-gene-0.1-mRNA-1	maker-SEQ_2652106-augustus-gene-0.4-mRNA-1	maker-SEQ_1497327-augustus-gene-0.4-mRNA-1	maker-SEQ_1912552-augustus-gene-0.4-mRNA-1
augustus_masked-SEQ_1763634-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_606151-processed-gene-0.9-mRNA-1	augustus_masked-SEQ_1759888-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_3406854-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_2549691-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1579119-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1641043-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_3071557-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_3292811-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1661999-processed-gene-0.11-mRNA-1	augustus_masked-SEQ_895777-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1507318-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_3572832-processed-gene-0.1-mRNA-1
maker-SEQ_1763634-augustus-gene-0.8-mRNA-1	maker-SEQ_606151-augustus-gene-0.35-mRNA-1	maker-SEQ_1759888-augustus-gene-0.7-mRNA-1	genemark-SEQ_3508710-processed-gene-0.1-mRNA-1	maker-SEQ_530102-augustus-gene-0.2-mRNA-1	maker-SEQ_1561710-augustus-gene-0.2-mRNA-1	maker-SEQ_51607-augustus-gene-0.2-mRNA-1	maker-SEQ_3058961-augustus-gene-0.2-mRNA-1	maker-SEQ_4132953-augustus-gene-0.2-mRNA-1	maker-SEQ_1661999-augustus-gene-0.18-mRNA-1	maker-SEQ_2578881-augustus-gene-0.2-mRNA-1	maker-SEQ_1507318-augustus-gene-0.7-mRNA-1	genemark-SEQ_3565010-processed-gene-0.1-mRNA-1
augustus_masked-SEQ_1763634-processed-gene-0.2-mRNA-1	maker-SEQ_606151-augustus-gene-0.33-mRNA-1	maker-SEQ_1759888-augustus-gene-0.6-mRNA-1	augustus_masked-SEQ_3406854-processed-gene-0.0-mRNA-1	maker-SEQ_2549691-augustus-gene-0.5-mRNA-1	maker-SEQ_1579119-augustus-gene-0.5-mRNA-1	maker-SEQ_1641043-augustus-gene-0.5-mRNA-1	maker-SEQ_3081233-augustus-gene-0.2-mRNA-1	maker-SEQ_1454659-augustus-gene-0.2-mRNA-1	maker-SEQ_1661999-augustus-gene-0.20-mRNA-1	maker-SEQ_2927049-augustus-gene-0.2-mRNA-1	maker-SEQ_1507318-augustus-gene-0.6-mRNA-1	genemark-SEQ_3572832-processed-gene-0.2-mRNA-1
maker-SEQ_1763921-augustus-gene-0.7-mRNA-1	maker-SEQ_622540-augustus-gene-0.38-mRNA-1	maker-SEQ_1713245-augustus-gene-0.4-mRNA-1	maker-SEQ_3528747-augustus-gene-0.2-mRNA-1	maker-SEQ_2537786-augustus-gene-0.2-mRNA-1	maker-SEQ_1611834-augustus-gene-0.6-mRNA-1	maker-SEQ_1596235-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_3041973-processed-gene-0.0-mRNA-1	maker-SEQ_547678-augustus-gene-0.2-mRNA-1	maker-SEQ_1604223-augustus-gene-0.8-mRNA-1	maker-SEQ_139409-augustus-gene-0.2-mRNA-1	maker-SEQ_1526425-augustus-gene-0.9-mRNA-1	maker-SEQ_3619563-augustus-gene-0.2-mRNA-1
augustus_masked-SEQ_1763912-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_615501-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1271015-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1436640-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2522976-processed-gene-0.5-mRNA-1	augustus_masked-SEQ_1560966-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_819471-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_513756-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_369667-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_946881-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3157791-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1499684-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3593606-processed-gene-0.0-mRNA-1
augustus_masked-SEQ_1763915-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_622742-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1722164-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_684890-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_936611-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1610625-processed-gene-0.6-mRNA-1	augustus_masked-SEQ_1584838-processed-gene-0.0-mRNA-1	genemark-SEQ_3095793-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_6466-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_593087-processed-gene-0.1-mRNA-1	genemark-SEQ_563313-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1528280-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_3589601-processed-gene-0.3-mRNA-1
maker-SEQ_1763335-augustus-gene-0.5-mRNA-1	maker-SEQ_562249-augustus-gene-0.6-mRNA-1	maker-SEQ_1753093-augustus-gene-0.4-mRNA-1	maker-SEQ_3518632-augustus-gene-0.2-mRNA-1	maker-SEQ_2509254-augustus-gene-0.3-mRNA-1	maker-SEQ_1608382-augustus-gene-0.7-mRNA-1	maker-SEQ_1614794-augustus-gene-0.2-mRNA-1	maker-SEQ_1666681-augustus-gene-0.4-mRNA-1	augustus_masked-SEQ_2278393-processed-gene-0.0-mRNA-1	genemark-SEQ_567097-processed-gene-0.0-mRNA-1	maker-SEQ_3200543-augustus-gene-0.5-mRNA-1	maker-SEQ_1487506-augustus-gene-0.4-mRNA-1	maker-SEQ_3631015-augustus-gene-0.4-mRNA-1
genemark-SEQ_1763986-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_197833-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_177097-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_2371345-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2536991-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1565743-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_245986-processed-gene-0.0-mRNA-1	genemark-SEQ_2276636-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_4814082-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1607879-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_710108-processed-gene-0.5-mRNA-1	augustus_masked-SEQ_1512047-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3623092-processed-gene-0.0-mRNA-1
